id,title,release,budget,revenue,numCrew,numCast,male,female,unknown,Editing,Art,Sound,Production,Directing,Writing,Visual Effects,Costume & Make-Up,Crew,Lighting,Camera,Actors
16790,Bingo,1991-08-09,10000000,8667684,7,7,11,3,0,1,0,1,1,1,1,0,0,2,0,0,0
2453,Harley Davidson and the Marlboro Man,1991-08-23,23000000,7434726,10,17,18,4,5,1,0,2,4,1,1,0,0,0,0,1,0
13154,Showdown in Little Tokyo,1991-08-23,8000000,2275557,66,16,30,10,42,5,7,24,6,3,2,0,5,4,1,9,0
26291,Shakes the Clown,1991-08-28,1400000,115103,8,32,18,6,16,1,0,1,2,1,1,0,0,0,0,2,0
11187,Child's Play 3,1991-08-30,13000000,20560255,28,29,32,3,22,2,2,2,4,1,1,1,2,11,0,2,0
11284,Freddy's Dead: The Final Nightmare,1991-09-05,11000000,34872033,9,32,18,10,13,1,0,1,3,1,2,0,0,0,0,1,0
177,The Fisher King,1991-09-09,24000000,41895491,12,27,22,11,6,1,3,1,3,1,1,0,1,0,0,1,0
32221,Rambling Rose,1991-09-10,7500000,6266621,14,19,17,6,10,1,3,1,4,1,2,0,1,0,0,1,0
68430,Paradise,1991-09-18,34000000,18634643,10,12,12,6,4,0,0,1,5,1,2,0,0,1,0,0,0
25598,The Indian Runner,1991-09-20,7000000,191125,24,33,23,7,27,1,3,7,6,1,1,0,3,1,0,1,0
11504,Suburban Commando,1991-10-04,11000000,8000000,9,17,18,5,3,1,0,1,4,1,1,0,0,0,0,1,0
53287,The Super,1991-10-04,22000000,11000863,12,12,10,9,5,1,3,1,2,1,1,0,1,1,0,1,0
1411,The Rapture,1991-10-04,1227401,1277401,15,15,13,14,3,1,4,1,5,1,1,0,1,0,0,1,0
2071,Shattered,1991-10-11,22000000,11511031,27,17,20,11,13,3,2,1,11,3,2,0,2,1,0,2,0
8010,Highlander 2: The Quickening,1991-10-11,30000000,15556340,5,17,13,2,7,0,0,0,0,1,4,0,0,0,0,0,0
1496,Cool as Ice,1991-10-18,6000000,1193062,35,10,18,9,18,2,4,15,4,1,1,0,1,4,0,3,0
3784,Frankie and Johnny,1991-10-18,29000000,22773535,12,14,17,7,2,2,3,1,2,1,1,0,1,0,0,1,0
10020,Beauty and the Beast,1991-11-13,25000000,377350553,203,51,71,26,157,8,36,32,25,12,12,56,0,18,0,4,0
16191,Highway to Hell,1991-11-21,9000000,26055,7,33,16,5,19,1,0,0,2,1,1,1,0,0,0,1,0
25221,For the Boys,1991-11-22,40000000,23202444,14,8,14,3,5,2,4,1,1,1,3,0,1,0,0,1,0
2907,The Addams Family,1991-11-22,30000000,191502426,28,41,25,17,27,2,5,3,5,1,3,2,3,2,1,1,0
4032,My Girl,1991-11-27,17000000,59489799,13,9,9,7,6,1,2,1,5,1,1,0,1,0,0,1,0
19200,Shadows and Fog,1991-12-05,14000000,2735731,12,24,25,10,1,1,4,2,1,1,1,0,1,0,0,1,0
174,Star Trek VI: The Undiscovered Country,1991-12-06,27000000,96900000,15,24,31,6,2,2,3,1,3,1,2,0,2,0,0,1,0
51515,At Play in the Fields of the Lord,1991-12-06,36000000,1345903,19,10,19,5,5,2,2,1,5,1,4,0,3,0,0,1,0
25296,推手,1991-12-07,400000,152322,4,9,4,1,8,0,0,0,0,1,2,0,0,0,0,1,0
10337,Bugsy,1991-12-10,30000000,49114016,43,30,37,12,24,3,4,9,7,2,2,1,7,2,0,6,0
9319,The Last Boy Scout,1991-12-11,29000000,59509925,33,34,45,7,15,3,1,12,9,2,3,0,1,0,0,2,0
339,Night on Earth,1991-12-12,3500000,2015810,17,30,21,8,18,1,0,4,6,1,1,0,3,0,0,1,0
820,JFK,1991-12-20,40000000,205405498,150,82,102,22,108,7,17,35,20,6,4,2,18,23,4,14,0
10333,The Prince of Tides,1991-12-25,30000000,74787599,12,42,16,12,26,1,0,1,4,1,3,0,1,0,0,1,0
1633,Fried Green Tomatoes,1991-12-27,11000000,119418501,9,21,11,17,2,1,1,1,0,1,3,0,1,0,0,1,0
11087,The Hand that Rocks the Cradle,1992-01-10,11700000,88036683,14,8,12,8,2,1,4,1,4,1,1,0,1,0,0,1,0
16136,Juice,1992-01-17,5000000,20146880,3,11,10,2,2,0,0,0,0,1,2,0,0,0,0,0,0
25748,Children of the Corn II: The Final Sacrifice,1992-01-29,900000,6980986,40,11,23,7,21,1,4,11,5,2,3,6,4,0,1,3,0
9096,Medicine Man,1992-02-07,40000000,45500797,22,10,17,6,9,1,5,2,5,1,3,0,2,2,0,1,0
8872,Wayne's World,1992-02-14,20000000,183097323,10,19,21,7,1,1,0,1,2,1,4,0,0,0,0,1,0
20763,Radio Flyer,1992-02-21,35000000,4651977,26,19,28,9,8,2,3,1,13,2,1,0,2,0,1,1,0
2687,Memoirs of an Invisible Man,1992-02-28,40000000,14358033,24,17,20,8,13,1,3,1,3,1,4,1,3,6,0,1,0
10163,The Lawnmower Man,1992-03-05,10000000,32101000,12,12,16,2,6,1,0,1,5,1,2,0,0,1,0,1,0
25269,Article 99,1992-03-13,18000000,6375979,2,8,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0
8293,Howards End,1992-03-13,8000000,26126837,10,50,14,11,35,1,1,1,3,1,2,0,0,0,0,1,0
10377,My Cousin Vinny,1992-03-13,11000000,64088552,13,15,20,2,6,2,4,1,2,1,1,0,1,0,0,1,0
26670,Noises Off...,1992-03-20,12000000,2280148,3,15,6,5,7,0,0,0,0,1,2,0,0,0,0,0,0
402,Basic Instinct,1992-03-20,49000000,352927224,116,36,62,17,73,4,18,21,19,5,1,1,5,27,5,10,0
10403,The Player,1992-04-03,8000000,21706101,25,71,61,28,7,2,4,6,4,1,2,0,3,2,0,1,0
11428,Sleepwalkers,1992-04-10,15000000,30524763,77,37,56,8,50,3,7,17,8,13,1,4,7,1,4,12,0
13225,FernGully: The Last Rainforest,1992-04-10,24000000,32710894,31,22,23,9,21,1,2,9,12,2,2,3,0,0,0,0,0
47821,City of Joy,1992-04-15,27000000,14683921,10,18,12,3,13,2,0,1,2,1,2,0,0,1,0,1,0
18183,Como agua para chocolate,1992-04-16,2000000,21665468,35,15,10,11,29,2,3,2,8,1,2,0,9,6,0,2,0
265262,Film belge,1992-04-17,6,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
394206,Trapitos al sol,1992-04-23,1,1,3,2,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0
13006,Split Second,1992-05-01,7000000,5430822,18,23,20,7,14,1,3,2,8,1,1,0,1,0,0,1,0
943,Lethal Weapon 3,1992-05-15,35000000,321731527,89,12,45,8,48,2,10,17,15,6,2,1,5,17,4,10,0
8077,Alien³,1992-05-22,50000000,159773545,52,24,53,4,19,2,8,8,8,2,6,1,3,6,2,6,0
11259,Far and Away,1992-05-22,60000000,137783840,10,76,44,7,35,2,0,1,2,1,2,0,1,0,0,1,0
2005,Sister Act,1992-05-28,31000000,231605150,16,31,19,26,2,2,3,1,6,1,1,0,1,0,0,1,0
1923,Twin Peaks: Fire Walk with Me,1992-06-03,10000000,4160851,128,65,48,22,123,2,11,40,14,4,2,1,5,26,9,14,0
9869,Patriot Games,1992-06-04,45000000,178051587,22,40,42,11,9,2,3,1,5,1,3,0,6,0,0,1,0
364,Batman Returns,1992-06-19,80000000,280000000,22,48,41,9,20,2,2,1,4,1,4,4,2,1,0,1,0
17494,Unlawful Entry,1992-06-26,23000000,57138719,19,24,28,7,8,1,3,1,4,1,4,0,4,1,0,0,0
11066,Boomerang,1992-06-30,40000000,70100000,7,13,11,7,2,1,1,1,1,1,1,0,0,0,0,1,0
11287,A League of Their Own,1992-07-01,40000000,132440069,8,30,20,14,4,2,0,1,1,1,2,0,0,0,0,1,0
11134,警察故事 III：超級警察,1992-07-04,900000,20483423,10,14,16,4,4,2,1,2,2,1,1,0,0,0,0,1,0
14239,Cool World,1992-07-10,30000000,14110589,42,15,21,7,29,2,2,1,3,1,4,21,1,1,0,6,0
11158,Honey I Blew Up the Kid,1992-07-16,40000000,58662452,16,15,23,6,2,2,0,1,4,1,6,0,0,0,1,1,0
39472,Man Trouble,1992-07-17,30,4,17,16,19,10,4,1,3,1,8,1,1,0,1,0,0,1,0
10206,Buffy the Vampire Slayer,1992-07-24,7000000,16624456,6,17,14,9,0,1,0,1,1,1,1,0,0,0,0,1,0
12251,Mo' Money,1992-07-24,17000000,40227006,10,11,16,2,3,1,0,1,4,1,1,0,1,0,0,1,0
13153,Rapid Fire,1992-07-24,10000000,14356479,49,50,54,9,36,9,3,1,8,2,3,0,2,16,1,4,0
9374,Death Becomes Her,1992-07-30,55000000,149022650,22,21,23,11,9,1,3,2,3,3,2,4,3,0,0,1,0
13937,Raising Cain,1992-08-07,12000000,37170057,23,22,17,9,19,3,4,2,2,3,1,0,2,1,0,5,0
16314,3 Ninjas,1992-08-07,6500000,29000301,3,19,14,3,5,0,0,0,0,1,2,0,0,0,0,0,0
33,Unforgiven,1992-08-07,14000000,159157447,61,33,48,9,37,3,7,12,10,6,2,0,7,5,2,7,0
763,Braindead,1992-08-13,3000000,242623,15,17,17,9,6,1,2,1,3,1,4,0,1,1,0,1,0
23939,Stay Tuned,1992-08-14,25000000,10736401,12,13,16,5,4,1,4,1,1,1,1,1,0,1,0,1,0
9605,Single White Female,1992-08-14,16000000,48017402,19,11,15,10,5,1,3,1,5,1,2,0,4,1,0,1,0
19143,Diggstown,1992-08-14,17000000,4836637,3,22,20,1,4,0,0,0,0,1,2,0,0,0,0,0,0
10409,Strictly Ballroom,1992-08-20,3000000,33946224,14,18,16,8,8,1,2,1,5,1,2,0,1,0,0,1,0
47898,The Gun in Betty Lou's Handbag,1992-08-21,13000000,3721911,15,13,12,14,2,2,4,1,3,2,1,0,1,0,0,1,0
41682,Christopher Columbus: The Discovery,1992-08-21,40000000,8251071,5,9,11,2,1,0,0,0,0,1,4,0,0,0,0,0,0
12518,Honeymoon in Vegas,1992-08-28,25000000,35,53,24,40,14,23,2,14,4,9,4,1,0,4,7,1,7,0
10906,Pet Sematary II,1992-08-28,8000000,17092453,15,9,10,7,7,1,4,2,1,2,2,0,1,0,0,2,0
14840,Gölge Oyunu,1992-09-02,145000,345000,2,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0
500,Reservoir Dogs,1992-09-02,1200000,2859750,83,25,34,14,60,4,6,14,15,5,2,0,6,20,3,8,0
10497,Bitter Moon,1992-09-02,5000000,1862805,36,19,25,9,21,3,3,7,4,1,4,0,5,3,1,5,0
11386,The Crying Game,1992-09-02,3705538,62548947,10,18,18,4,6,1,1,1,3,1,1,0,1,0,0,1,0
9367,El Mariachi,1992-09-04,220000,2040920,11,11,10,1,11,1,0,5,2,1,1,0,0,0,0,1,0
114726,Out on a Limb,1992-09-04,11000000,1659542,49,14,25,13,25,4,4,7,11,6,2,0,4,6,0,5,0
11569,Hellraiser III: Hell on Earth,1992-09-11,5000000,12534961,54,16,33,5,32,2,6,11,11,3,4,0,4,7,1,5,0
28881,Wind,1992-09-11,29000000,5519569,6,7,9,2,2,0,0,0,0,1,4,0,0,0,0,1,0
9529,Candyman,1992-09-11,6000000,25792310,45,15,25,12,23,2,8,8,7,2,2,1,3,5,2,5,0
54934,Swoon,1992-09-11,250000,340147,8,12,7,5,8,1,1,1,1,1,2,0,0,0,0,1,0
9504,Glengarry Glen Ross,1992-09-15,12500000,10725228,40,19,25,10,24,2,6,8,7,4,2,0,4,2,2,3,0
12143,Bad Lieutenant,1992-09-16,1000000,2019469,24,17,16,9,16,1,2,11,4,1,2,0,2,0,0,1,0
53049,Claire of the Moon,1992-09-18,130000,799674,3,13,0,2,14,0,0,0,0,1,1,0,0,0,0,1,0
14361,Captain Ron,1992-09-18,24000000,22518097,93,40,40,10,83,4,10,22,14,4,3,0,7,17,4,8,0
54087,Mr. Saturday Night,1992-09-23,43000000,13300000,9,18,21,4,2,1,0,0,1,2,3,0,0,1,0,1,0
9361,The Last of the Mohicans,1992-09-25,40000000,75505856,60,15,40,7,28,2,9,18,4,1,4,0,4,6,2,10,0
12088,Fortress,1992-09-30,8000000,6739141,51,16,19,8,40,4,5,10,7,2,6,2,8,4,0,3,0
10414,The Mighty Ducks,1992-10-02,10000000,50752337,8,17,21,3,1,2,0,1,2,1,1,0,0,0,0,1,0
8845,Under Siege,1992-10-08,35000000,156563139,22,17,27,1,11,4,3,1,9,1,1,0,1,1,0,1,0
293,A River Runs Through It,1992-10-09,12000000,43440294,22,12,18,8,8,2,3,1,7,1,2,0,3,2,0,1,0
1492,1492: Conquest of Paradise,1992-10-09,47000000,7191399,60,20,37,8,35,5,16,3,16,3,1,1,3,6,2,4,0
766,Army of Darkness,1992-10-09,11000000,21502976,21,28,30,10,9,3,4,2,4,1,2,0,4,0,0,1,0
37753,Consenting Adults,1992-10-16,18000000,21591728,53,19,35,15,22,2,11,13,6,3,1,0,8,3,1,5,0
10538,Passenger 57,1992-11-06,15000000,44065653,9,17,19,3,4,1,0,1,3,1,2,0,0,0,0,1,0
10424,Jennifer Eight,1992-11-06,20000000,11390479,14,16,23,5,2,1,2,1,5,2,1,0,1,0,0,1,0
6114,Dracula,1992-11-13,40000000,215862692,15,46,30,12,19,1,3,2,4,1,2,0,1,0,0,1,0
1883,Malcolm X,1992-11-18,34000000,48169908,19,77,49,17,30,1,3,4,3,2,4,0,1,0,0,1,0
772,Home Alone 2: Lost in New York,1992-11-19,18000000,358994850,159,74,77,27,129,9,27,32,19,5,1,0,8,23,13,22,0
812,Aladdin,1992-11-25,28000000,504050219,100,24,48,12,64,8,19,17,7,10,23,4,0,12,0,0,0
619,The Bodyguard,1992-11-25,25000000,411006740,56,34,45,12,33,2,8,14,6,2,1,0,7,9,1,6,0
10437,The Muppet Christmas Carol,1992-12-10,12000000,27281507,14,22,22,1,13,1,0,2,4,1,2,0,0,2,1,1,0
9300,Orlando,1992-12-11,4000000,5377643,58,44,38,13,51,1,8,10,15,6,3,0,5,6,1,3,0
881,A Few Good Men,1992-12-11,40000000,243240178,52,34,55,10,21,5,8,2,13,4,2,0,7,4,1,6,0
9475,Scent of a Woman,1992-12-23,31000000,134095253,47,43,37,17,36,7,7,3,8,2,4,0,5,7,1,3,0
141166,दिल आशना है,1992-12-25,1100000,11000000,34,23,10,11,36,1,3,4,4,3,5,0,5,6,0,3,0
22004,Trespass,1992-12-25,14000000,13249535,31,17,32,4,12,1,3,10,6,2,2,0,2,2,0,3,0
46828,Son of the Pink Panther,1993-01-01,25000000,2438031,4,15,12,4,3,0,0,0,0,1,3,0,0,0,0,0,0
160200,Traces of Death,1993-01-01,18,230,5,9,0,0,14,1,0,0,2,1,1,0,0,0,0,0,0
11811,Leprechaun,1993-01-08,900000,8556940,8,10,14,2,2,1,0,2,2,1,1,0,0,0,0,1,0
47676,Bodies± Rest & Motion,1993-01-10,2500000,764083,2,6,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0
7305,Alive,1993-01-15,32000000,36733909,15,40,40,6,9,2,4,1,3,1,2,0,0,1,0,1,0
2149,Body of Evidence,1993-01-15,30000000,13273595,30,12,21,9,12,2,3,8,5,2,1,0,6,1,0,2,0
25466,Acción mutante,1993-02-03,1804296,1089975,9,30,17,4,18,1,0,1,3,1,2,0,0,0,0,1,0
137,Groundhog Day,1993-02-11,14600000,70906973,44,30,37,12,25,2,4,7,6,5,3,0,10,5,0,2,0
9944,The Pelican Brief,1993-02-25,45000000,195268056,35,25,44,8,8,3,5,11,5,2,2,0,1,1,1,4,0
373367,The Funniest Way in Earth's Atmosphere,1993-02-25,930,930,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
37094,Falling Down,1993-02-26,25000000,40903593,24,34,40,11,7,1,3,1,12,1,1,0,4,0,0,1,0
176439,(生)盗聴リポート　痴話,1993-03-05,90808000,261547809,2,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0
10433,Mad Dog and Glory,1993-03-05,19000000,11081586,9,11,12,3,5,2,0,1,3,1,1,0,0,0,0,1,0
161822,映画ドラえもん のび太とブリキの迷宮,1993-03-06,4000000,14800000,12,7,5,3,11,0,0,1,3,1,3,0,0,4,0,0,0
15613,Fire in the Sky,1993-03-12,19885552,19724334,57,15,35,10,27,1,11,15,7,3,2,2,5,6,0,5,0
178923,Cel mai iubit dintre pământeni,1993-03-20,250000,10000,7,14,12,4,5,1,1,1,0,1,1,0,1,1,0,0,0
33408,The Crush,1993-04-02,6000000,13609396,15,13,14,8,6,1,3,1,6,1,1,0,1,0,0,1,0
12574,Cop and ½,1993-04-02,14,40,9,10,12,2,5,3,0,1,2,1,1,0,0,0,0,1,0
4478,Indecent Proposal,1993-04-07,38000000,266614059,14,42,32,13,11,1,2,1,5,1,2,0,0,1,0,1,0
44664,Reckless Kelly,1993-04-08,5444534,20,7,9,12,2,2,0,0,0,2,1,4,0,0,0,0,0,0
22213,Boiling Point,1993-04-16,9000000,10000000,3,26,19,5,5,0,0,0,0,1,2,0,0,0,0,0,0
5550,RoboCop 3,1993-04-17,22000000,10696210,15,24,26,10,3,1,1,1,4,1,5,1,0,0,0,1,0
10349,The Dark Half,1993-04-23,15000000,10611160,52,19,32,7,32,1,6,10,5,2,2,2,3,14,1,6,0
24126,Warlock: The Armageddon,1993-05-01,3000000,3902679,3,48,21,10,20,0,0,0,0,1,2,0,0,0,0,0,0
10440,Manhattan Murder Mystery,1993-05-02,13500000,11285588,35,24,31,13,15,4,3,3,11,3,2,2,4,1,0,2,0
10423,Dragon: The Bruce Lee Story,1993-05-07,14000000,63513743,29,46,45,19,11,1,4,1,14,2,5,0,1,0,0,1,0
11971,Much Ado About Nothing,1993-05-07,11000000,22551000,11,14,21,4,0,2,0,1,3,1,3,0,0,0,0,1,0
24227,Excessive Force,1993-05-14,3000000,1200000,2,7,8,1,0,0,0,0,0,1,1,0,0,0,0,0,0
713,The Piano,1993-05-19,7000000,116700000,11,17,13,7,8,1,2,2,2,1,1,0,1,0,0,1,0
9255,Hot Shots! Part Deux,1993-05-21,25000000,133752825,15,18,25,4,4,1,1,1,5,1,4,0,0,1,0,1,0
39283,Carnosaur,1993-05-21,1000000,1753979,15,16,14,7,10,2,2,1,3,2,2,0,2,0,0,1,0
24231,Gunmen,1993-05-21,8030000,3411885,9,13,16,4,2,1,0,1,2,1,1,0,0,0,0,3,0
867,Sliver,1993-05-21,40000000,116300000,51,31,42,18,22,2,4,22,8,2,2,0,5,2,0,4,0
9516,Menace II Society,1993-05-26,3500000,27900000,8,45,28,6,19,1,0,1,2,2,1,0,0,0,0,1,0
9607,Super Mario Bros.,1993-05-28,48000000,20915465,11,11,14,3,5,1,0,1,2,2,3,1,0,0,0,1,0
68351,Sankofa,1993-05-28,1000000,2691899,13,19,7,0,25,1,1,1,4,3,1,0,1,0,0,1,0
9350,Cliffhanger,1993-05-28,70000000,255000211,125,24,57,13,79,4,16,24,22,7,4,6,8,19,1,14,0
4722,Body Snatchers,1993-06-09,13000000,428868,16,12,14,7,7,1,3,1,2,1,6,0,1,0,0,1,0
329,Jurassic Park,1993-06-11,63000000,920100000,153,30,57,17,109,7,22,27,23,7,3,16,3,25,7,13,0
33539,Once Upon a Forest,1993-06-18,13000000,6582052,4,15,11,4,4,0,0,0,0,1,1,2,0,0,0,0,0
9593,Last Action Hero,1993-06-18,85000000,137298489,153,60,96,24,93,5,19,20,24,15,4,12,11,27,5,11,0
12139,Dennis the Menace,1993-06-23,35000000,117270765,42,32,32,10,32,1,5,20,4,3,2,1,3,0,0,3,0
858,Sleepless in Seattle,1993-06-24,21000000,227799884,27,46,31,22,20,1,2,5,7,2,4,0,2,1,0,3,0
37233,The Firm,1993-06-30,42000000,270248367,19,30,39,7,3,2,3,1,6,1,4,0,1,0,0,1,0
10427,Red Rock West,1993-07-08,8000000,2500000,57,23,42,10,28,1,5,3,13,4,2,0,4,10,8,7,0
9386,In the Line of Fire,1993-07-08,40000000,176997168,37,40,47,14,16,2,3,2,10,2,1,2,8,5,0,2,0
10439,Hocus Pocus,1993-07-16,28000000,39514713,35,32,28,21,18,1,3,1,8,1,4,0,10,6,0,1,0
1634,Free Willy,1993-07-16,20000000,153698625,11,15,13,7,6,1,2,1,2,1,2,0,1,0,0,1,0
8291,Poetic Justice,1993-07-23,14000000,27515786,23,32,27,12,16,1,1,9,2,1,2,0,4,2,0,1,0
8005,Robin Hood: Men in Tights,1993-07-28,20000000,35739755,104,57,61,11,89,5,13,17,17,6,5,2,10,14,5,10,0
10442,So I Married an Axe Murderer,1993-07-30,20000000,11585483,9,19,16,7,5,2,0,1,3,1,1,0,0,0,0,1,0
7007,Rising Sun,1993-07-30,40000000,107198790,15,26,30,7,4,2,2,1,4,1,4,0,0,0,0,1,0
66530,ஜென்டில்மேன்,1993-07-30,720000,2200000,24,19,31,7,5,2,0,12,1,1,6,0,0,1,0,1,0
6593,ゴジラvsメカゴジラ,1993-08-03,9500000,18000000,10,17,11,2,14,1,0,2,2,1,1,0,0,2,0,1,0
9261,喜宴,1993-08-04,1000000,6933459,14,8,13,2,7,1,0,1,7,1,3,0,0,0,0,1,0
5503,The Fugitive,1993-08-06,44000000,368875760,68,63,64,16,51,7,4,36,10,2,4,1,2,0,0,2,0
10285,Jason Goes to Hell: The Final Friday,1993-08-13,3000000,15938065,15,13,17,6,5,1,3,1,2,1,2,1,2,1,0,1,0
2019,Hard Target,1993-08-20,18000000,74189677,44,16,30,8,22,1,5,13,6,2,1,0,4,4,0,8,0
15797,Only the Strong,1993-08-27,6000000,3283371,7,8,12,1,2,0,0,1,0,1,2,0,0,2,0,1,0
10909,Kalifornia,1993-09-01,9000000,2395231,45,13,23,13,22,1,4,15,11,4,2,0,2,3,0,3,0
117553,Calendar Girl,1993-09-03,13000000,2570145,2,9,8,1,2,0,0,0,0,1,1,0,0,0,0,0,0
19931,The Joy Luck Club,1993-09-08,11000000,32861136,41,16,18,20,19,1,4,20,8,2,3,0,1,0,0,2,0
319,True Romance,1993-09-09,12500000,12281551,52,40,59,14,19,2,5,14,19,2,2,0,2,2,0,4,0
55448,Money for Nothing,1993-09-10,11000000,1044824,6,14,13,5,2,0,0,0,0,1,3,0,1,0,0,1,0
17796,Freaked,1993-09-11,13000000,29296,19,22,28,6,7,1,1,1,4,2,4,1,1,2,0,2,0
2088,Romeo Is Bleeding,1993-09-13,11500000,3275585,20,18,21,7,10,1,4,1,5,2,1,0,5,0,0,1,0
1607,A Bronx Tale,1993-09-14,22000000,17287898,45,32,25,6,46,3,4,10,12,2,2,0,3,0,2,7,0
76264,Bopha!,1993-09-16,12000000,212483,4,6,8,1,1,0,0,0,1,1,2,0,0,0,0,0,0
13064,Airborne,1993-09-17,2600000,2850263,14,13,19,5,3,1,2,1,4,1,3,0,1,0,0,1,0
14534,Rudy,1993-09-17,12000000,22750363,17,24,24,4,13,1,2,1,10,1,1,0,0,0,0,1,0
10436,The Age of Innocence,1993-09-17,34000000,32255440,12,28,16,16,8,1,1,2,2,1,3,0,1,0,0,1,0
26672,The Thief and the Cobbler,1993-09-23,28000000,669276,15,15,18,6,6,0,2,1,2,1,2,6,0,0,0,1,0
9571,Dazed and Confused,1993-09-24,6900000,7993039,8,26,19,12,3,1,0,1,3,1,1,0,0,0,0,1,0
9272,The Good Son,1993-09-24,17000000,44456478,29,15,21,5,18,1,4,7,5,3,1,0,1,2,0,5,0
864,Cool Runnings,1993-09-30,14000000,154856263,15,16,19,4,8,1,1,1,5,1,5,0,0,0,0,1,0
28260,Return of the Living Dead 3,1993-10-01,2000000,54207,10,18,21,4,3,1,0,1,4,1,1,0,0,1,0,1,0
507,Killing Zoe,1993-10-01,1500000,418961,9,11,15,3,2,1,1,1,2,1,1,0,1,0,0,1,0
9024,For Love or Money,1993-10-01,30000000,11146270,14,17,22,6,3,1,3,1,4,1,2,0,1,0,0,1,0
10655,Gettysburg,1993-10-08,25000000,12700000,5,28,29,0,4,0,0,1,2,1,1,0,0,0,0,0,0
9739,Demolition Man,1993-10-08,57000000,159055768,156,46,69,13,120,3,21,20,27,6,5,15,12,25,6,16,0
33927,Deadfall,1993-10-08,10000000,18,3,13,13,3,0,0,0,0,0,1,2,0,0,0,0,0,0
47889,Ruby in Paradise,1993-10-08,800000,1001437,13,9,6,2,14,1,2,1,4,2,1,0,1,0,0,1,0
9479,The Nightmare Before Christmas,1993-10-09,18000000,75634409,105,35,45,14,81,5,13,17,17,1,4,29,0,11,0,8,0
6,Judgment Night,1993-10-15,21000000,12136938,16,15,18,5,8,1,3,1,5,1,3,0,1,0,0,1,0
1245,The Remains of the Day,1993-11-05,11500000,23237911,40,33,35,9,29,2,4,4,8,5,2,2,6,3,1,3,0
78133,A Home of Our Own,1993-11-05,12000000,1703282,9,8,8,4,5,1,1,1,3,1,1,0,0,0,0,1,0
6075,Carlito's Way,1993-11-10,30000000,36516012,40,62,55,11,36,4,5,2,7,4,2,0,6,8,0,2,0
10057,The Three Musketeers,1993-11-11,30000000,53898845,55,11,36,4,26,2,8,12,15,2,2,2,6,3,1,2,0
35610,Philadelphia Experiment II,1993-11-12,5000000,2970,18,18,20,2,14,1,2,3,3,1,6,0,0,2,0,0,0
2758,Addams Family Values,1993-11-19,47000000,48919043,30,63,37,19,37,2,6,4,6,1,3,0,3,4,0,1,0
41759,Man's Best Friend,1993-11-19,6000000,12974636,2,15,11,3,3,0,0,0,0,1,1,0,0,0,0,0,0
73191,The Nutcracker,1993-11-24,19000000,2119994,1,7,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0
48706,Josh and S.A.M.,1993-11-24,18000000,1528163,6,10,13,2,1,1,0,1,1,1,1,0,0,0,0,1,0
9559,A Perfect World,1993-11-24,30000000,135130999,14,29,27,7,9,2,3,1,4,1,1,0,1,0,0,1,0
788,Mrs. Doubtfire,1993-11-24,25000000,441286195,22,26,23,13,12,1,3,1,8,1,3,1,2,0,0,2,0
424,Schindler's List,1993-11-30,22000000,321365567,56,139,64,16,115,1,11,14,9,2,2,2,8,3,1,3,0
1689,Little Buddha,1993-12-01,35000000,4858139,8,12,11,3,6,1,2,1,1,1,1,0,0,0,0,1,0
6279,Sister Act 2: Back in the Habit,1993-12-09,38000000,57319029,8,45,18,22,13,0,1,1,1,2,3,0,0,0,0,0,0
35588,Geronimo: An American Legend,1993-12-10,35000000,18635620,51,31,49,3,30,3,10,4,5,3,3,0,12,4,1,6,0
7984,In the Name of the Father,1993-12-12,13000000,65796862,54,59,51,12,50,2,4,3,12,4,3,2,5,11,3,5,0
10438,Beethoven's 2nd,1993-12-14,15000000,118243066,11,13,17,5,2,2,0,1,3,1,3,0,0,0,0,1,0
1587,What's Eating Gilbert Grape,1993-12-17,11000000,10032765,50,31,41,13,27,2,6,5,8,4,2,0,5,6,7,5,0
9800,Philadelphia,1993-12-22,26000000,206678440,40,61,51,15,35,2,5,5,10,3,1,0,10,0,2,2,0
31642,Heaven & Earth,1993-12-24,33000000,5,23,14,23,7,7,2,1,11,5,1,1,0,1,0,0,1,0
14919,Batman: Mask of the Phantasm,1993-12-25,6000000,5617391,42,19,36,6,19,1,17,8,8,2,5,1,0,0,0,0,0
10445,Shadowlands,1993-12-25,22000000,25842000,32,15,33,7,7,2,6,8,5,3,2,1,2,0,1,2,0
11969,Tombstone,1993-12-25,25000000,56505065,87,42,66,15,48,5,14,24,7,2,1,0,15,8,1,10,0
41651,Ghost in the Machine,1993-12-29,12000000,5086909,46,37,38,17,28,2,8,12,8,4,2,1,7,1,0,1,0
46094,The Air Up There,1994-01-07,17080000,21011500,22,13,16,4,15,2,5,1,10,1,1,0,1,0,0,1,0
216682,倫文敘老點柳先開,1994-01-13,5000000,5000000,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
